AGI,logFC,logCPM,LR,PValue,FDR,symbol2,full_name
AT4G21820,-0.1858555196999651,2.9891370404541755,0.6825980848074309,0.4086935161084907,0.7670736484543096,NA,NA
AT3G23610,0.1697470994777758,2.5002113105487695,0.6825055309759431,0.40872528648896,0.7670904309987732,DSPTP1,dual specificity protein phosphatase 1
AT4G25780,0.38805567506806304,-0.8871722766502095,0.6823303327250372,0.4087854356324041,0.7671604695962045,AtCAPE2,"NA"
AT2G24735,-1.175898303435363,-3.044047218003519,0.6818610035643751,0.40894662996816056,0.7674201195236307,NA,NA
AT4G23440,0.09579942484727445,4.695461093945635,0.6814275855383531,0.4090955732656752,0.7676567517101256,NA,NA
AT3G13110,0.1459963989743165,6.529843037996779,0.6811439169198152,0.40919309858682595,0.7677968784182782,ATSERAT2;2;SAT-1;SAT-A;SAT-M;SAT3;SERAT2;2,serine acetyltransferase 2;2;SERINE ACETYLTRANSFERASE-1;SERINE ACETYLTRANSFERASE A;SERINE ACETYLTRANSFERASE-MITOCHONDRIAL;SERINE ACETYLTRANSFERASE 3;serine acetyltransferase 2;2
AT4G02410,0.23895801699631336,5.410752631381339,0.6806192698607596,0.4093735623316339,0.7680799643537582,AtLPK1;LecRK-IV.3;LPK1,NA;L-type lectin receptor kinase IV.3;lectin-like protein kinase 1
AT1G65570,0.20747388534044137,3.66822892499845,0.6805724172367267,0.4093896839942804,0.7680799643537582,RCPG,ROOT CAP POLYGALACTURONASE
AT3G58980,-0.15737425643698905,2.4893082970004965,0.6804847240589673,0.4094198611143752,0.7680936951127931,NA,NA
AT3G63080,0.10729066935748298,6.159560359256065,0.6803535192521757,0.40946501762992693,0.7681078241414673,ATGPX5;GPX5;GPXL5;MEE42,glutathione peroxidase 5;glutathione peroxidase 5;NA;maternal effect embryo arrest 42
AT1G61680,-0.9862405408741531,-2.315227367855663,0.68033000765457885,0.4094731103459944,0.7681078241414673,ATTPS14;TPS14,TERPENE SYNTHASE 14;terpene synthase 14
AT1G22920,-0.10123107857744784,5.38507981962127,0.678421131058677,0.4101309326554011,0.7692913306500138,AJH1;CSN5A,ARABIDOPSIS JAB1 HOMOLOG 1;COP9 signalosome 5A
AT1G47510,-1.206123900582496,-1.83005475484368,0.6783663954500696,0.4101498181237723,0.7692913306500138,5PTASE11;AT5PTASE11,inositol polyphosphate 5-phosphatase 11;ARABIDOPSIS THALIANA INOSITOL POLYPHOSPHATE 5-PHOSPHATASE 11
AT3G29120,-0.17090996454705268,2.3145772370250763,0.6782100584599746,0.41020376623655447,0.7693495731793203,NA,NA
AT5G63050,0.10318539520036857,4.049100535470971,0.678061252881438,0.41025512513532203,0.7693895407548477,EMB2759,embryo defective 2759
AT1G22800,-0.10272971596511705,4.25983366777634,0.6780156382076346,0.41027087052096184,0.7693895407548477,NA,NA
AT2G23770,-0.17992179776543604,5.598767960769158,0.6777460934355481,0.4103639307966473,0.7694925949177577,AtLYK4;LYK4,NA;LysM-containing receptor-like kinase 4
AT3G56891,-0.27874519838697887,1.129829254522544,0.6777238152041072,0.4103716237404386,0.7694925949177577,NA,NA
AT3G01850,-0.11239622500909124,4.550254570560881,0.6775674096280504,0.4104256384578937,0.7695509348508534,NA,NA
AT1G11362,-1.2064275756358267,-3.021132548936313,0.677198734100589,0.41055300206425016,0.7697467902780344,NA,NA
AT5G42650,-0.11838130025282374,5.717962944691658,0.6770733994368108,0.41059631374776456,0.7697850434945258,AOS;CYP74A;DDE2,allene oxide synthase;CYTOCHROME P450 74A;DELAYED DEHISCENCE 2
AT1G55370,-1.2065115441645016,-2.7216639548713055,0.6768751099289325,0.41066485004456277,0.7698705808523432,NDF5,NDH-dependent cyclic electron flow 5
AT5G06730,-0.3203707325660976,3.414577182292491,0.6762481452493816,0.41088166337860116,0.7701440422317035,NA,NA
AT3G24730,0.15933629585601256,3.1678414585171955,0.6762002214417855,0.4108982430461181,0.7701440422317035,NA,NA
AT1G06140,-0.22372995289242098,1.0940568404189714,0.6761906521720809,0.4109015537380438,0.7701440422317035,MEF3,mitochondrial editing factor 3
AT2G10930,0.2993281081825486,0.4164775800138321,0.6761882109316808,0.41090239834325276,0.7701440422317035,NA,NA
AT4G38545,-0.16953503116556207,1.9516212666046227,0.6759209017269097,0.4109948957867163,0.7702744429820537,NA,NA
AT3G23450,-0.40278054645819716,2.8163564070709155,0.6757984255934986,0.4110372866448793,0.770296791386187,NA,NA
AT5G20980,0.145623528578807,3.577856553622719,0.6757539888176112,0.4110526684824034,0.770296791386187,ATMS3;MS3,methionine synthase 3;methionine synthase 3
AT5G43850,0.12196333712533397,4.739120144916884,0.6755535946241231,0.411122045677167,0.7703665136876918,ARD4;ATARD4,NA;NA
AT1G23070,0.9374827425394591,-2.9143745982306277,0.6755012560499409,0.41114016832052896,0.7703665136876918,NA,NA
AT3G02340,-0.12118927470228108,4.60731691968278,0.6754478755475812,0.41115865295146314,0.7703665136876918,NA,NA
AT3G03300,-0.1097847413442407,5.379766087241698,0.6751476691487905,0.41126263139408403,0.7705183685589079,ATDCL2;DCL2,DICER-LIKE 2;dicer-like 2
AT5G11850,0.0951184121499708,6.2174705985353755,0.6750202990793142,0.41130675854879595,0.7705580787665389,NA,NA
AT5G14500,0.10080896519065308,4.378923073626453,0.674879620087439,0.411355504663363,0.7706064374030398,NA,NA
AT5G46410,-0.1410521746748316,6.273168636091318,0.6745936299382791,0.4114546282037347,0.7707471679730901,SSP4,SCP1-like small phosphatase 4
AT1G68120,-0.2671063687396553,0.6173954161234865,0.6745305313337511,0.4114765027757057,0.7707471679730901,ATBPC3;BPC3,NA;basic pentacysteine 3
AT1G64195,-0.7290591297710594,-1.3103559198075647,0.6742756693952074,0.41156487392424346,0.7708471678841986,NA,NA
AT1G20015,-0.6229889082190564,-1.309899879960803,0.6742442494246781,0.4115757704604014,0.7708471678841986,NA,NA
AT4G00020,-0.14853196983572603,4.001193945852669,0.673969366536145,0.4116711187671974,0.7709590889276201,BRCA2(IV);BRCA2A;EDA20;MEE43,BREAST CANCER 2 like 2A;NA;EMBRYO SAC DEVELOPMENT ARREST 20;MATERNAL EFFECT EMBRYO ARREST 43
AT2G01090,-0.14147723420985867,3.2653240157340675,0.6739396865746023,0.4116814157677605,0.7709590889276201,NA,NA
AT2G33130,0.6680546210802965,-1.427236111538802,0.6733935538317759,0.4118709557924113,0.7712710575421647,RALF18;RALFL18,NA;ralf-like 18
AT3G55770,-0.10676642829526758,7.7056186730850715,0.6731810896359178,0.4119447280576958,0.7713662163385173,WLIM2b,WLIM2b
AT5G08180,-0.16814288742205735,6.925996780181069,0.6731108124381038,0.4119691341414612,0.771368931540253,NA,NA
AT3G48280,-0.39367116906999666,-0.7443596270286608,0.672996735443844,0.41200875569356543,0.771400134218264,CYP71A25,"cytochrome P450, family 71, subfamily A, polypeptide 25"
AT1G14480,-0.33396199891491624,3.404689303626683,0.672849818107828,0.4120597917258272,0.7714527034528218,NA,NA
AT3G13850,1.1111286051570624,-2.413643054802263,0.6725958819264051,0.41214802586499977,0.7715741120543412,LBD22,LOB domain-containing protein 22
AT5G11242,-0.4736823422052432,-0.41387453585151707,0.6725310287543422,0.41217056459066204,0.7715741120543412,NA,NA
AT2G07731,-1.2686316969170497,-2.758362280681187,0.6716075284338245,0.4124917103162298,0.7719073032095389,NA,NA
AT4G33430,0.10602914223965636,7.292415979866032,0.671596770833645,0.41249545342866295,0.7719073032095389,ATBAK1;ATSERK3;BAK1;ELG;RKS10;SERK3,NA;SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3;BRI1-associated receptor kinase;ELONGATED;RECEPTOR KINASES LIKE SERK 10;SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3
AT3G62290,-0.1220849813902095,9.497465052037203,0.6715843647264705,0.41249977020215994,0.7719073032095389,ARFA1E;ATARFA1E,ADP-ribosylation factor A1E;ADP-ribosylation factor A1E
AT3G12587,-0.13710348597708388,4.238654174185852,0.6715589491197811,0.41250861391098337,0.7719073032095389,NA,NA
AT2G32690,-0.48087173878093015,0.11634663174962333,0.6715292169304448,0.4125189599889618,0.7719073032095389,ATGRP23;GRP23,GLYCINE-RICH PROTEIN 23;glycine-rich protein 23
AT1G12860,0.32440865605789687,1.2049018798464641,0.671518113112624,0.4125228239453984,0.7719073032095389,ICE2;SCRM2,INDUCER OF CBF EXPRESSION 2;SCREAM 2
AT1G63900,0.08096997057142305,4.691112214868909,0.6714506587890163,0.41254629815169036,0.7719073032095389,DAL1;SP1,DIAP1-like protein 1;SUPPRESSOR OF PPI1 locus 1
AT1G51840,0.21520967477333847,3.6900747312837106,0.671440870805796,0.41254970454834283,0.7719073032095389,SIF1,stress induced factor 1
AT1G69310,-0.26594466067840195,1.5288871118613907,0.6714247872305315,0.4125553020159547,0.7719073032095389,ATWRKY57;WRKY57,NA;WRKY DNA-binding protein 57
AT3G05980,-0.1323103562454491,3.920268153210075,0.6713249265989525,0.4125900584042545,0.7719293509186949,NA,NA
AT2G43630,-0.11036002851257795,4.621977647877039,0.6710223054453976,0.4126954117702647,0.7720184909522931,NA,NA
AT5G26360,-0.10352466977970977,8.08904599978606,0.6710024011023954,0.4127023425831473,0.7720184909522931,NA,NA
AT5G67488,-0.240363249077712,3.339607533089002,0.6709900908940956,0.4127066291582656,0.7720184909522931,NA,NA
AT4G28620,0.22170439041175108,1.3056239182194056,0.6707092801053953,0.41280442898612196,0.7721495074844597,ABCB24;ATATM2;ATM2,ATP-binding cassette B24;ARABIDOPSIS THALIANA ABC TRANSPORTER OF THE MITOCHONDRION 2;ABC transporter of the mitochondrion 2
AT2G34200,0.16249698430620496,1.9493921113187511,0.6706570402254286,0.4128226266876471,0.7721495074844597,NA,NA
AT1G27420,0.14738191033447204,3.957991592385854,0.670398392190453,0.41291274387774773,0.7722642373456068,NA,NA
AT2G31860,0.20812775140226347,1.5704800206043399,0.6703490714466795,0.41292993132517464,0.7722642373456068,NA,NA
AT5G27550,0.1545280208558492,4.220907239806697,0.6700293248059417,0.41304138326044904,0.772429683900134,NA,NA
ATMG00110,-0.37488462171645826,-1.8543812872728383e-4,0.6695881421661021,0.4131952362603703,0.7726744019600958,ABCI2;CCB206,ATP-binding cassette I2;cytochrome C biogenesis 206
AT1G10360,-0.22814125412565692,0.7650128984956553,0.6693735085119314,0.41327011575456046,0.7727339469843495,ATGSTU18;GST29;GSTU18,glutathione S-transferase TAU 18;GLUTATHIONE S-TRANSFERASE 29;glutathione S-transferase TAU 18
AT3G24500,0.3692322368108313,4.027830552741255,0.669365036293879,0.41327307187833295,0.7727339469843495,ATMBF1C;MBF1C,NA;multiprotein bridging factor 1C
AT5G49690,-0.41767348325905934,-0.40562508073119374,0.669227093214726,0.4133212073302138,0.7727586862318896,NA,NA
AT4G14210,0.09184709202816414,4.214746017465266,0.6691953145741998,0.4133322977098313,0.7727586862318896,PDE226;PDS;PDS3,PIGMENT DEFECTIVE 226;PHYTOENE DESATURASE;phytoene desaturase 3
AT3G44050,0.1619790231132603,4.366541254082192,0.6690195881175285,0.41339363215616526,0.7728233577197909,NA,NA
AT5G49030,0.13984914211674337,5.096619401710747,0.6689644276870936,0.4134128877749313,0.7728233577197909,OVA2,ovule abortion 2
AT1G30360,0.13803241233210092,7.770886803722738,0.6687270703524746,0.4134957605211066,0.7729101627092644,ERD4;OSCA3.1,early-responsive to dehydration 4;NA
AT5G16505,-0.08813233310179862,5.319751796246295,0.6686589490765833,0.4135195494345368,0.7729101627092644,MUG4,MUSTANG 4
AT1G03200,0.15907619227592198,3.8799193609793132,0.668633810118255,0.4135283288252829,0.7729101627092644,NA,NA
AT4G14680,0.22860332103138042,4.419005101479826,0.6683343966395157,0.4136329155100006,0.7730626412462895,APS3;ATPS3,ATP-sulfurylase 3;NA
AT2G42590,0.09092958690869388,6.9835057589509715,0.6682620697936983,0.4136581855144264,0.7730668715047696,GF14 MU;GRF14;GRF9,NA;NA;general regulatory factor 9
AT4G33990,-0.14976436503773136,2.5647673635063453,0.6679473817863997,0.41376815973514636,0.773229392326366,EMB2758,embryo defective 2758
AT1G63855,-0.17116924192911742,2.3001311559526183,0.6678236292782653,0.41381141944200595,0.7732672292342501,NA,NA
AT1G30450,0.11442720170098308,5.969621767774505,0.6677495376021412,0.4138373225947755,0.7732726304748734,ATCCC1;CCC1;HAP5,NA;cation-chloride co-transporter 1;HAPLESS 5
AT3G32990,0.3804426979731589,0.2749646007211796,0.6673073365441695,0.41399197013207883,0.7735185820939787,NA,NA
AT5G16680,0.0909936725931678,6.3177206649843125,0.6666905244126076,0.41420782579411564,0.7738788636271267,NA,NA
AT4G04670,-0.13473339507542456,4.221523853514389,0.6664810239279504,0.41428117912134,0.7739728778402795,AtTRM5c;TRM5c,NA;tRNA methyltransferase 5c
AT5G55640,-0.1360755479163851,3.3436566350492396,0.6662842096654096,0.41435010807064443,0.7740586163000942,NA,NA
AT5G58640,-0.08828204816575888,5.2845996446082735,0.6658950562317143,0.4144864486316924,0.7742702716767916,NA,NA
ATCG01130,-0.6499105786288998,-1.3351570441209963,0.6654304984720483,0.4146492941546296,0.7745252771388684,TIC214;YCF1.2,TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 214;NA
AT3G62725,-0.32932326361349706,0.29367593473355214,0.6653536884506153,0.4146762281683572,0.7745252771388684,NA,NA
AT1G23260,0.08958643149965655,5.479845605144596,0.6652464426012301,0.4147138390663594,0.7745252771388684,MMZ1;UEV1A,MMS ZWEI homologue 1;UBIQUITIN E2 VARIANT 1A
AT4G37100,-0.10575980993373481,5.297500857015275,0.6652426779779734,0.4147151594036819,0.7745252771388684,NA,NA
AT5G16140,-0.2237111286561356,0.8584254039595147,0.6651310270102933,0.4147543207162658,0.7745553651257691,NA,NA
AT1G55120,0.18793900884395495,4.771237412742729,0.664791016420125,0.41487361234545883,0.7747350851412752,AtcwINV3;ATFRUCT5;FRUCT5,6-fructan exohydrolase;beta-fructofuranosidase 5;beta-fructofuranosidase 5
AT2G19460,-0.16142745183300272,2.8438288213171985,0.6643972566482752,0.41501182518271956,0.7749501166873989,NA,NA
AT2G20150,0.8003534188097035,-1.9983830617443668,0.6643046788538012,0.4150443306288295,0.7749677482657218,NA,NA
AT1G02680,-0.11373179173766902,3.594894135322,0.6640864249784428,0.4151209777449612,0.7750677943093952,TAF13,TBP-associated factor 13
AT1G57790,-0.21768000512885316,1.5534954621142363,0.6640033778570036,0.4151501480122312,0.7750791906604619,AtFDR1,FBox/DUF295-Related 1
AT1G77250,-0.10673995013736165,3.8130007893448945,0.6639081883887012,0.4151835870076533,0.7750985549547845,NA,NA
AT4G30996,0.08474479228014645,5.112354237219953,0.6638137520642289,0.4152167653738112,0.7751174305606002,NKS1,NA(+)- AND K(+)-SENSITIVE 1
AT1G80745,0.43046828385564334,-0.8013478990564715,0.6637272054875538,0.4152471752789666,0.7751299169207065,NA,NA
AT4G09490,0.24702430474159945,0.6250921293386519,0.6635792187192875,0.4152991810918112,0.7751299169207065,NA,NA
AT4G22320,0.1595539206690545,4.009854779086197,0.6635636193704642,0.41530466360893226,0.7751299169207065,NA,NA
AT1G06350,-0.4433578978143539,0.5761396311104784,0.6635321446618239,0.41531572597584665,0.7751299169207065,ADS4;AtADS4,delta 9 desaturase 4;NA
AT3G61810,0.143184394935375,2.70559201964542,0.6633927772443862,0.4153647144709764,0.7751782913442793,NA,NA
AT4G23910,0.09075280581540482,4.778406397981517,0.6633079129413932,0.4153945489829316,0.7751909160793329,UIEF2,UAP56-interacting export factor 2
AT4G08540,0.11349190159963837,4.918357552105771,0.6629430654007535,0.41552284931022926,0.7753872817527808,ATG14b,Beclin 1-associated autophagy-related key regulator 14b
AT1G69170,0.0971128163307914,4.806796277079627,0.6625983903515404,0.41564410982944733,0.7755704896984168,AtSPL6;SPL6,NA;SQUAMOSA PROMOTER BINDING PROTEIN (SBP)-domain transcription factor 6
AT3G46250,0.3580572819483267,-0.12046204162647474,0.6624763475309301,0.41568705842353304,0.7756075593951668,NA,NA
AT5G17360,-0.17336604247049625,2.285835138362172,0.6622017055298528,0.41578373288453346,0.7757448635417042,NA,NA
AT3G58810,0.48598334581919483,6.948648512001539,0.6619019353761146,0.4158892905417237,0.7758546843427797,ATMTP3;ATMTPA2;MTP3;MTPA2,ARABIDOPSIS METAL TOLERANCE PROTEIN 3;NA;METAL TOLERANCE PROTEIN 3;metal tolerance protein A2
AT2G24190,-0.3186070872407751,0.27870329101349867,0.6618820602324185,0.41589629055327526,0.7758546843427797,SDR2,short-chain dehydrogenase/reductase 2
AT3G19870,0.09502532384808805,5.432152426291387,0.6618012544442458,0.4159247520934284,0.7758546843427797,NA,NA
AT1G47620,0.25979289626241714,1.5336877024428264,0.6617722954078982,0.4159349527930133,0.7758546843427797,CYP96A8,"cytochrome P450, family 96, subfamily A, polypeptide 8"
AT2G07715,-0.2365759160651155,1.5868919670258999,0.6616741090777261,0.4159695412784379,0.7758761324472978,NA,NA
AT3G15120,0.08903216792900386,5.436240068614035,0.6614083900274963,0.41606316856539977,0.776007692614041,BRP1,BRAT1 Partner 1
AT1G70220,-0.32386074584263963,-0.092975059773617,0.661226106588809,0.4161274150159951,0.7760844424358921,NA,NA
AT1G63610,-0.12304522663031449,3.1840732910865297,0.6611385531066922,0.41615827878440154,0.776098927945025,NA,NA
AT5G49020,-0.12283593506728924,4.993854857882651,0.6610627153010071,0.4161850153647182,0.7761057154273412,ATPRMT4A;PRMT4A,ARABIDOPSIS THALIANA PROTEIN ARGININE METHYLTRANSFERASE 4A;protein arginine methyltransferase 4A
AT2G39410,0.11976163679690294,4.990757094947244,0.6609866464944254,0.41621183594350447,0.7761126587887701,MAGL7,"NA"
AT5G42380,0.75213774227251,1.6549667864311506,0.6605977536368641,0.4163489930716637,0.7763253351752979,AtCML37;CML37,NA;calmodulin like 37
AT2G07692,-1.206939314008675,-2.5206061259467076,0.6601924738064184,0.4164920010154187,0.7764384104122571,NA,NA
AT1G50610,-1.153950934012533,-2.8949770887078095,0.6601349425539276,0.4165123075279881,0.7764384104122571,PRK5,pollen receptor like kinase 5
AT3G02270,-1.1726092725594954,-2.5189044136758123,0.6601099165683522,0.41652114128088585,0.7764384104122571,NA,NA
AT1G04610,0.14220492592725434,3.6064883049596816,0.6601029667652618,0.4165235944940569,0.7764384104122571,YUC3,YUCCA 3
AT3G26420,-0.14118905327655476,5.344890377905352,0.6600985014827483,0.41652517070684325,0.7764384104122571,ATRZ-1A;RBGB2;RZ-1A,NA;RNA-binding glycine-rich protein B2;RZ-1A
AT4G26310,0.09885197311017492,4.459532165008366,0.659934910376462,0.4165829232995152,0.7764879777660932,NA,NA
AT5G19850,0.34516469444730774,0.08780296687765031,0.6598922711311346,0.416597978190796,0.7764879777660932,NA,NA
AT2G25920,-0.11235097610315549,3.8509495883115883,0.6597056057716539,0.4166638947414725,0.7765677625549369,NA,NA
AT1G24000,0.678008002535304,-2.4885231710748363,0.659530901173353,0.41672560164967454,0.7766396931021832,NA,NA
AT4G12220,1.1690539622935119,-3.137174954305098,0.6593493574849827,0.4167897385447362,0.776716144117366,NA,NA
AT4G38870,-1.1725349844158297,-2.7038362071582087,0.6591564834743764,0.4168578943408324,0.7768000757342863,NA,NA
AT5G55490,-0.23384823433306592,0.8468713845789929,0.6588274907873846,0.4169741885143968,0.7769736972473111,ATGEX1;GEX1,GAMETE EXPRESSED PROTEIN 1;gamete expressed protein 1
AT2G20920,0.12173626901200728,3.850577299221405,0.6587284771113904,0.41700919785176,0.7769958448605323,NA,NA
AT2G32900,0.07627526932399753,5.315938347834498,0.6583753024133987,0.41713410920932953,0.7771854914140222,ATZW10;MIP1,NA;MAG2 interacting protein 1
AT5G59732,1.1117500464407688,0.913849298387458,0.6580430277530418,0.4172516793471413,0.7773614398659704,NA,NA
AT5G03720,-0.32762059405561483,0.6663929320428967,0.6576250088247484,0.41739965866322126,0.7775940195377036,AT-HSFA3;HSFA3,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A3;heat shock transcription factor A3
AT4G19520,0.15638969902665967,4.660146722139843,0.65751802517598,0.41743754356231955,0.7776214845759543,NA,NA
AT4G08580,0.09806546617536038,4.385865997148295,0.6572220411745118,0.4175423836238468,0.7777736667513998,NA,NA
