"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"14992","BraA01g043680.3C",-0.107233501972676,3.06824025812843,0.511129762838745,0.474650198974299,0.756299623338985,"AT3G03420","AtATP23",NA,89.915
"14993","BraA03g018520.3C",0.0850212725937668,5.56029878185117,0.51082741389094,0.474780894160682,0.756457413440297,"AT2G35630","GEM1",NA,90.645
"14994","BraA01g036780.3C",-0.127058689169951,2.83436454378587,0.51053916109737,0.474905550482238,0.756546580296891,"AT3G15354","SPA3","SPA1-related 3",84.698
"14995","BraA06g004390.3C",-0.0659153459240053,6.80273755985339,0.510350894831209,0.474986995844522,0.756546580296891,"AT1G48620","HON5","high mobility group A5",75.196
"14996","BraA01g042730.3C",-0.108867464205661,3.4082676705335,0.510334705418444,0.474994000562181,0.756546580296891,"AT3G05320","AtOFT1",NA,84.246
"14997","BraA07g037740.3C",-0.0898002987714501,5.37782193062911,0.510231932135948,0.475038471674669,0.756546580296891,"AT1G73710",NA,"Pentatricopeptide repeat (PPR) superfamily protein",77.508
"14998","BraA02g033300.3C",0.29376265238485,1.50562932423713,0.510162055365086,0.475068711973341,0.756546580296891,"AT5G46270",NA,"Disease resistance protein (TIR-NBS-LRR class) family",74.223
"14999","BraA01g015690.3C",0.0954653546966383,4.483946896061,0.510111317919801,0.47509067138041,0.756546580296891,"AT4G24990","ATGP4",NA,90.698
"15000","BraA10g008250.3C",-0.0629390828866255,6.34442975670842,0.51005270097383,0.475116043126076,0.756546580296891,"AT5G49720","ATGH9A1","glycosyl hydrolase 9A1",88.103
"15001","BraA07g038790.3C",-0.165529681967697,2.04837784128558,0.510002317704437,0.475137852768465,0.756546580296891,"AT1G75100","AUXILIN-LIKE6","J-domain protein required for chloroplast accumulation response 1",84.625
"15002","BraA03g010790.3C",0.123936225650201,3.60789542354975,0.509942911033402,0.475163570502991,0.756546580296891,"AT5G60340","AAK6","P-loop containing nucleoside triphosphate hydrolases superfamily protein",80.819
"15003","BraA02g025890.3C",-0.185154234415017,1.54047832197505,0.50993083822457,0.475168797217697,0.756546580296891,"AT5G51280",NA,"DEAD-box protein abstrakt, putative",85.56
"15004","BraA05g034760.3C",-0.387342499170861,0.764738664756712,0.509892871472005,0.475185234878372,0.756546580296891,"AT3G12145","FLR1",NA,80.318
"15005","BraA10g032500.3C",-0.106387681342954,4.25946353211196,0.509756627765679,0.475244229038363,0.756551921617472,"AT5G03720","AT-HSFA3","heat shock transcription factor A3",82.879
"15006","BraA06g007010.3C",-0.0749574213359014,7.01199207695214,0.509735438549502,0.475253405137259,0.756551921617472,"AT1G10155","ATPP2-A10","phloem protein 2-A10",87.862
"15007","BraA10g005200.3C",-0.0894346211928719,3.2753790368695,0.509563368606486,0.475327931574631,0.756551921617472,"AT1G06470",NA,"Nucleotide/sugar transporter family protein",90.056
"15008","BraA08g014710.3C",0.11794003229498,3.59294968564114,0.509369640447346,0.475411861291192,0.756551921617472,"AT4G21710","EMB1989",NA,89.259
"15009","BraA09g060730.3C",-0.0824009788142668,4.71708824487058,0.509355680135638,0.475417910309966,0.756551921617472,"AT1G12520","ATCCS","copper chaperone for SOD1",87.322
"15010","BraA01g033630.3C",-0.206814564089129,1.96665819535188,0.509352406682964,0.475419328718801,0.756551921617472,"AT3G19570","QWRF1","Family of unknown function (DUF566)",81.699
"15011","BraA01g017190.3C",-0.143598542348279,2.7825309603752,0.509326708969702,0.475430463948025,0.756551921617472,"AT2G16430","ATPAP10","purple acid phosphatase 10",88.235
"15012","BraA01g010540.3C",-0.0844357127070166,4.56485477141455,0.509295981548394,0.475443779186602,0.756551921617472,"AT4G19150",NA,"Ankyrin repeat family protein",85.475
"15013","BraA08g031400.3C",0.127756320326852,2.84794604384766,0.50922710742368,0.475473626893968,0.756551921617472,"AT1G11760","MED2",NA,80.342
"15014","BraA04g020770.3C",0.229947681893206,0.654813802871144,0.509049711991885,0.475550518081489,0.756602282876668,"AT2G29020",NA,NA,87.097
"15015","BraA05g006350.3C",0.378404771908948,-0.101631539368913,0.509007947892535,0.475568623467564,0.756602282876668,"AT2G39710",NA,"Eukaryotic aspartyl protease family protein",85.806
"15016","BraA09g000760.3C",0.0951407714759045,4.22539038616136,0.508658051438559,0.475720353062906,0.756772206993132,"AT4G00150","ATHAM3",NA,78.531
"15017","BraA01g043210.3C",0.0793828532555856,4.74683156901035,0.50861554562486,0.475738790707295,0.756772206993132,"AT3G04080","APY1",NA,84.686
"15018","BraA09g000840.3C",-0.179026904398443,1.7175188907452,0.508234889561205,0.475903958800138,0.75698453641082,"AT1G02080",NA,"transcription regulators",75.668
"15019","BraA01g012230.3C",-0.0875866037837715,4.40816457959143,0.50815672494668,0.475937886264306,0.756988096882731,"AT4G21520",NA,NA,89.825
"15020","BraA09g047400.3C",-0.131729345981401,2.05399083175048,0.507613707178272,0.47617369259996,0.757312727618365,"AT3G56820",NA,NA,82.738
"15021","BraA09g065410.3C",0.545198104382584,-0.202765719210288,0.507536418152547,0.476207270941034,0.757315710554518,"AT1G03050","PICALM5A","ENTH/ANTH/VHS superfamily protein",86.534
"15022","BraA09g050780.3C",-0.17058491071534,1.22652591369794,0.507424311212056,0.476255982831501,0.75734275847949,"AT3G61210",NA,NA,84.86
"15023","BraA10g006930.3C",0.0691731559034993,3.7476051719587,0.507184183172752,0.476360348816952,0.757409496092178,"AT1G45976","SBP1","S-ribonuclease binding protein 1",80.021
"15024","BraA09g062790.3C",0.0674005877828306,6.2834263062206,0.507172323634457,0.47636550425031,0.757409496092178,"AT1G08420","BSL2","BRI1 suppressor 1 (BSU1)-like 2",92.242
"15025","BraA05g030160.3C",-0.113168599478955,4.58459629370691,0.507094514723274,0.476399330641438,0.757409496092178,"AT3G17340",NA,"ARM repeat superfamily protein",89.097
"15026","BraA09g002930.3C",-0.321250372375537,0.0946372189039563,0.507035986376646,0.476424777640701,0.757409496092178,"AT3G26744","ATICE1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",83.856
"15027","BraA10g014230.3C",0.0761026949154174,5.62479946985708,0.506912078799324,0.476478657575634,0.757444744271428,"AT5G56340","ATCRT1","RING/U-box superfamily protein",77.904
"15028","BraA06g003290.3C",0.0751764036562428,4.06659492437272,0.506757982442696,0.476545678636455,0.757500876448472,"AT1G50410","CHR28","SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related",84.81
"15029","BraA03g047470.3C",-0.202368179911887,1.79716667785363,0.506525765876262,0.476646705493731,0.757505032138164,"AT4G17350","FL5",NA,86.107
"15030","BraA04g015580.3C",-0.174650040518447,1.75328506700644,0.506503794604203,0.47665626600063,0.757505032138164,"AT2G21240","ATBPC4","basic pentacysteine 4",78.966
"15031","BraA01g041920.3C",0.089101735852856,4.756235161745,0.50649523474339,0.476659990794808,0.757505032138164,"AT3G06620",NA,NA,87.558
"15032","BraA06g042070.3C",-0.15412242383639,2.60000700144641,0.506447403392563,0.47668080531644,0.757505032138164,NA,NA,NA,NA
"15033","BraA05g010330.3C",0.256748432889018,0.68411379337767,0.506325714089499,0.476733766897542,0.757505032138164,"AT2G34750",NA,NA,76.986
"15034","BraA07g001040.3C",-0.0936415973367427,6.17259484494126,0.506314708663034,0.476738557148575,0.757505032138164,"AT2G19790","AP4S","SNARE-like superfamily protein",92.874
"15035","BraA03g020050.3C",0.129842032801044,2.74572175923167,0.506070034268824,0.476845075029328,0.757623887748626,"AT2G38360","PRA1.B4","prenylated RAB acceptor 1.B4",81.109
"15036","BraA09g042950.3C",-0.146345234724294,3.3452278158108,0.505944158088553,0.476899889758692,0.757660585698033,"AT3G51670","PATL6",NA,88.313
"15037","BraA08g003550.3C",-0.0992600796852703,3.84807842662943,0.505739302618085,0.476989119199545,0.757701327205259,"AT1G49740",NA,"PLC-like phosphodiesterases superfamily protein",86.481
"15038","BraA09g018430.3C",0.12378855070249,3.8529442962393,0.505683962845545,0.477013228359492,0.757701327205259,"AT1G11910","APA1","aspartic proteinase A1",68.635
"15039","BraA03g003160.3C",-0.0657559995585031,4.63817928254558,0.505666834796529,0.477020690716674,0.757701327205259,"AT5G07790",NA,NA,69.391
"15040","BraA09g055780.3C",0.0600489668410726,5.55840535103333,0.505330762248331,0.477167149485847,0.757883568279116,"AT2G21150","XCT","XAP5 family protein",92.955
"15041","BraA07g019470.3C",-0.334950471430798,0.140682070679318,0.50497303137989,0.477323127417706,0.758080903381037,"AT5G01220","SQD2","sulfoquinovosyldiacylglycerol 2",85.449
"15042","BraA03g025440.3C",0.229120565966079,2.34555930278949,0.504846678399552,0.47737823975779,0.758110046511314,"AT2G26480","UGT76D1",NA,81.371
"15043","BraA02g006220.3C",0.321220607405483,0.2140872579552,0.504640857838936,0.477468036302641,0.758110046511314,"AT5G15830","AtbZIP3","basic leucine-zipper 3",87.04
"15044","BraA01g002280.3C",-0.131008487232488,3.34770765568374,0.504577747240074,0.477495576067213,0.758110046511314,"AT4G36470",NA,NA,87.814
"15045","BraA04g003330.3C",-0.138981293262214,2.49197384264555,0.504493693608154,0.477532258831148,0.758110046511314,"AT3G57360",NA,NA,82.161
"15046","BraA08g027280.3C",0.0882559527554402,5.03977561073735,0.504476233254188,0.477539879471719,0.758110046511314,"AT1G21590",NA,"Protein kinase protein with adenine nucleotide alpha hydrolases-like domain",78.481
"15047","BraA10g013790.3C",-0.081326118689156,6.27498383826558,0.504403438367316,0.477571653226191,0.758110046511314,"AT5G55920","AtTRM4c","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",78.366
"15048","BraA07g024480.3C",-0.0773071881581602,3.85292093553959,0.504321151974708,0.477607574018122,0.758110046511314,"AT3G61140","AtCSN1",NA,85.316
"15049","BraA09g056930.3C",0.39400891511474,0.0944641072058758,0.504297426080541,0.477617931991732,0.758110046511314,"AT1G18990",NA,"Protein of unknown function, DUF593",77.936
"15050","BraA07g023100.3C",0.0714659560798543,5.57407288364221,0.504276423237521,0.477627101473346,0.758110046511314,"AT3G57910",NA,NA,86.569
"15051","BraA01g007890.3C",0.267690192992017,0.689840711087683,0.504195756867748,0.477662321699486,0.75811557642398,"AT4G29820","ATCFIM-25",NA,85.949
"15052","BraA08g028300.3C",-0.25281086455227,1.13818346352491,0.504082791411346,0.477711651346723,0.758143497699344,"AT1G19220","ARF11","auxin response factor 19",90.2
"15053","BraA07g018700.3C",0.101691851824098,3.69162881307369,0.503899154907735,0.477791859303905,0.758220416863859,"AT2G28320",NA,"Pleckstrin homology (PH) and lipid-binding START domains-containing protein",88.627
"15054","BraA05g014620.3C",0.095589318172973,3.5304280347492,0.503786742499969,0.477840969155099,0.758247978688521,"AT2G29560","ENO3","cytosolic enolase",90.686
"15055","BraA10g027690.3C",-0.17603672832184,1.61231967808165,0.503679848058034,0.477887676003854,0.758271723970778,"AT5G10180","AST68","slufate transporter 2;1",89.576
"15056","BraA04g011160.3C",-0.372071421935925,0.0918265090672589,0.503586406542361,0.477928510786883,0.758286149420634,"AT5G38590",NA,"F-box/RNI-like/FBD-like domains-containing protein",73.114
"15057","BraA01g017690.3C",0.134075131275244,2.83061630566099,0.503312423756292,0.478048276575174,0.758425797358555,"AT5G62370",NA,"Tetratricopeptide repeat (TPR)-like superfamily protein",83.31
"15058","BraA01g020190.3C",-0.288916527960803,0.771049785212091,0.502915287908515,0.478221963147249,0.758596610757483,"AT4G16480","ATINT4",NA,86.449
"15059","BraA09g052410.3C",0.0846788235311313,4.82223446800873,0.502889991806583,0.478233029838407,0.758596610757483,"AT3G63130","ATRANGAP1","RAN GTPase activating protein 1",82.94
"15060","BraA09g004270.3C",-0.145717946919275,2.40185334084923,0.50284843277835,0.478251212240778,0.758596610757483,"AT3G07220","AtFHA2",NA,75.902
"15061","BraA06g036290.3C",0.247639203326798,0.844816516173402,0.502621083498781,0.478350699331288,0.758621718540864,"AT3G29770","ATMES11",NA,84.55
"15062","BraA06g012260.3C",-0.088083404135529,5.58320331925391,0.50260748901314,0.478356649292386,0.758621718540864,"AT1G16320",NA,"Uncharacterized conserved protein (DUF2358)",86.562
"15063","BraA10g005270.3C",0.0655511767742639,8.44915609113894,0.502527667205527,0.478391587709702,0.758621718540864,"AT1G06530","PMD2","Tropomyosin-related",76.302
"15064","BraA03g034760.3C",0.129591085816001,3.03445305727111,0.502521994131548,0.478394071002159,0.758621718540864,"AT3G11330","PIRL9",NA,81.859
"15065","BraA03g017680.3C",0.131962351335489,2.35079564968439,0.50228420724758,0.47849817714672,0.758727368299641,"AT2G33310","IAA13","auxin-induced protein 13",88.441
"15066","BraA06g041080.3C",0.0794766748994219,4.70706751670791,0.502199401700306,0.478535315058138,0.758727368299641,"AT5G47490",NA,"RGPR-related",84.935
"15067","BraA06g040270.3C",0.171673901228019,1.67748789434761,0.502152216578079,0.478555980331995,0.758727368299641,"AT3G15950","NAI2","DNA topoisomerase-related",86.555
"15068","BraA07g029730.3C",-0.198916727046368,2.262317127271,0.501976496447128,0.478632951841114,0.758745503843048,"AT1G70940","ATPIN3","Auxin efflux carrier family protein",84.321
"15069","BraA07g019220.3C",-0.113588655019764,3.05035056755538,0.50188750845733,0.478671939384407,0.758745503843048,"AT2G28930","APK1B","protein kinase 1B",86.033
"15070","BraA02g040950.3C",-0.136006790316151,1.67696644619165,0.501856447312434,0.478685549159124,0.758745503843048,"AT5G27930","EGR2","Protein phosphatase 2C family protein",87.489
"15071","BraA02g027370.3C",-0.381823915417812,0.776921264318551,0.501831764136313,0.478696364809282,0.758745503843048,"AT4G03050","AOP3","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",71.567
"15072","BraA09g007520.3C",-0.210361708677444,1.75023640919763,0.501624722718638,0.478787101748114,0.758745503843048,"AT5G62940","DOF5.6","Dof-type zinc finger DNA-binding family protein",88.408
"15073","BraA05g036710.3C",-0.154910592702898,2.05084542807289,0.501615770499178,0.478791025737327,0.758745503843048,"AT3G09900","ATRAB8E",NA,91.629
"15074","BraA01g011250.3C",0.23884373635266,0.707516100839227,0.501494964885232,0.478843983103593,0.758745503843048,"AT4G20060","DSP1",NA,84.597
"15075","BraA10g030090.3C",0.240829863338965,0.732674409151243,0.501484911017144,0.478848390833561,0.758745503843048,"AT5G07130","LAC13","laccase 13",88.772
"15076","BraA03g014130.3C",-0.236608846519065,1.34831194019757,0.5014737531435,0.478853282649774,0.758745503843048,"AT5G54010","UGT79B6","UDP-Glycosyltransferase superfamily protein",85.985
"15077","BraA03g011380.3C",-0.220210786344843,1.4354021402223,0.501252341507538,0.47895037046926,0.758809941656102,"AT5G59350",NA,NA,75.834
"15078","BraA05g023840.3C",0.0682496200995203,5.67377112682379,0.501236129174167,0.478957480755639,0.758809941656102,"AT1G31930","XLG3","extra-large GTP-binding protein 3",86.056
"15079","BraA05g026650.3C",-0.123809883593906,3.28866029674328,0.501136352594457,0.479001243837671,0.758828948391424,"AT3G20570","AtENODL9",NA,83.902
"15080","BraA08g001150.3C",0.138627214367879,2.3880535766582,0.500979516829474,0.479070046913579,0.75888761808167,"AT1G54140","TAF9","TATA binding protein associated factor 21kDa subunit",85.688
"15081","BraA03g034790.3C",-0.268873333230483,1.67027731580272,0.500876795160558,0.479115119164238,0.758900214601746,"AT3G11420",NA,NA,82.72
"15082","BraA06g001920.3C",-0.117122280182837,3.78872341249417,0.500721555431635,0.479183248472852,0.758900214601746,"AT1G52620","MTSF2","Pentatricopeptide repeat (PPR) superfamily protein",82.209
"15083","BraA01g034860.3C",0.0981757600812165,3.76889607314566,0.500684289289826,0.479199605643216,0.758900214601746,"AT3G17810","PYD1",NA,87.539
"15084","BraA08g000030.3C",0.0937587744440758,5.32540469554904,0.500639539162801,0.479219248954881,0.758900214601746,"AT5G65950","ROG2",NA,88.711
"15085","BraA07g042040.3C",0.111875268842808,5.0105608749506,0.500599457069324,0.479236844326328,0.758900214601746,"AT1G79000","ATHAC1","histone acetyltransferase of the CBP family 1",89.567
"15086","BraA01g037430.3C",-0.0906037162228048,4.09143708259634,0.500186062560626,0.47941837932507,0.759082678188548,"AT3G14205","SAC2","Phosphoinositide phosphatase family protein",86.717
"15087","BraA06g038600.3C",0.116861349833323,4.64163312805982,0.500145180406367,0.479436338125945,0.759082678188548,"AT3G25900","ATHMT-1","Homocysteine S-methyltransferase family protein",88.672
"15088","BraA02g032040.3C",-0.180993511279428,1.97395743976354,0.50010086233614,0.479455807507214,0.759082678188548,"AT5G45500",NA,"RNI-like superfamily protein",75.938
"15089","BraA01g007430.3C",-0.196785825167524,3.5388261929965,0.500005996076055,0.479497487575212,0.759082678188548,"AT4G30280","ATXTH18",NA,88
"15090","BraA06g043050.3C",-0.107719797582654,3.27855868216671,0.499975353861789,0.479510951685582,0.759082678188548,"AT1G54040","ESP","epithiospecifier protein",79.7
"15091","BraA04g012710.3C",-0.13281663409317,3.12622253750353,0.499290715755961,0.479811941404785,0.75948347462195,"AT5G40210","UMAMIT42","nodulin MtN21 /EamA-like transporter family protein",80.178
"15092","BraA06g031410.3C",-0.141512657169502,2.273617255664,0.499254842553299,0.479827720989387,0.75948347462195,"AT5G24010",NA,"Protein kinase superfamily protein",77.796
"15093","BraA07g030400.3C",0.202049941733852,1.07628802136437,0.499128196744373,0.479883435616567,0.759519804687222,"AT1G69370","AtCM3","chorismate mutase 3",83.299
